reaction	clustering_coef
DOPAtex	0
DOXRBCNtex	0
DOXRBCNtpp	0.012671207793159013
DPCOAK	0.11993118702383879
DPR	0.02143147663395455
DRPA	0.19047619047619047
DSBAO1	0.47619047619047616
DSBAO2	0.19696969696969696
DSBCGT	0
DSBDR	0
DSBGGT	0
DSERDHr	0.061955588271377746
DSERt2pp	0.016697020470605378
DSERtex	0
DTARTD	0.054033079951006514
DTMPK	0.509090909090909
DTMPtex	0
DUMPtex	0
DURADx	0.05000613421666053
DURIK1	0.042301558091031775
DURIPP	0.05490481261200426
DURIt2pp	0.016636234530330696
DURItex	0
DUTPDP	0.08536805660093331
DXPRIi	0.026555023923444977
DXPS	0.029681169631847807
DXYLK	0.04185537251779227
E4PD	0.10055088259684872
EAR100x	0.027426869686344203
EAR100y	0.024970529089522225
EAR120x	0.02975947957409822
EAR120y	0.0273582510481497
EAR121x	0.027426869686344203
EAR121y	0.024970529089522225
EAR140x	0.02968885457303858
EAR140y	0.027293570133114328
EAR141x	0.02983377643730788
EAR141y	0.027426617544366587
EAR160x	0.02983377643730788
EAR160y	0.027426617544366587
EAR161x	0.02975947957409822
EAR161y	0.0273582510481497
EAR180x	0.02734176351132272
EAR180y	0.02490161791536899
EAR181x	0.02734176351132272
EAR181y	0.02490161791536899
EAR40x	0.027426869686344203
EAR40y	0.024970529089522225
EAR60x	0.027426869686344203
EAR60y	0.024970529089522225
EAR80x	0.029935324915306438
EAR80y	0.02750881803720866
ECA4COLIPAabctex	0.08620394173093401
ECA4OALpp	0.02110499372162658
ECAP1pp	0.021216407355021217
ECAP2pp	0.030764029749830966
ECAP3pp	0.030715734569689946
ECAtpp	0.3333333333333333
ECOAH1	0.05447570332480819
ECOAH2	0.05447570332480819
ECOAH3	0.05447570332480819
ECOAH4	0.05447570332480819
ECOAH5	0.05447570332480819
ECOAH6	0.05447570332480819
ECOAH7	0.05447570332480819
ECOAH8	0.05447570332480819
EDA	0.2564102564102564
EDD	0.051626898047722344
EDTXS1	0.12380952380952381
EDTXS2	0.125
EDTXS3	0.12380952380952381
EDTXS4	0.12380952380952381
EGMEACPR	0.024970529089522225
ENLIPAabctex	0.08574988523837629
ENO	0.050284245304992196
ENTCS	0.042277021224389644
ENTERES	0.09591923228286865
ENTERES2	0.09965791783973602
EPMEACPR	0.022401359129047917
ETHAAL	0.24242424242424243
ETHAt2pp	0.012671207793159013
ETHAtex	0
ETHSO3abcpp	0.0866350409455914
ETHSO3tex	0
ETOHtex	0
ETOHtrpp	0
F6PA	0.10476190476190476
F6PP	0.08876681792850888
F6Pt6_2pp	0.04486475173965364
F6Ptex	0
FA100ACPHi	0.07853219072731268
FA120ACPHi	0.0777468625916587
FA140ACPHi	0.0777468625916587
FA141ACPHi	0.0777468625916587
FA160ACPHi	0.0777468625916587
FA161ACPHi	0.0777468625916587
FA80ACPHi	0.07853219072731268
FACOAE100	0.12799419945949508
FACOAE120	0.1267420011482854
FACOAE140	0.1267420011482854
FACOAE141	0.1267420011482854
FACOAE160	0.1267811472415053
FACOAE161	0.1267811472415053
FACOAE180	0.1267420011482854
FACOAE181	0.12676809854376533
FACOAE60	0.12778327071386197
FACOAE80	0.12799419945949508
FACOAL100t2pp	0.09259155024709842
FACOAL120t2pp	0.09216496924473128
FACOAL140t2pp	0.09216496924473128
FACOAL141t2pp	0.09213135692917886
FACOAL160t2pp	0.09216496924473128
FACOAL161t2pp	0.09213135692917886
FACOAL180t2pp	0.09216496924473128
FACOAL181t2pp	0.09213135692917886
FACOAL60t2pp	0.09259155024709842
FACOAL80t2pp	0.09259155024709842
FADRx	0.031495739657119395
FADRx2	0.02908569057334532
FALDH2	0.056528837016641895
FALDtex	0
FALDtpp	0
FALGTHLs	0.2692307692307692
FBA	0.32142857142857145
FBA3	0.09523809523809523
FBP	0.0823873409012728
FCI	0
FCLK	0.03466765505312577
FCLPA	0.2
FCLT	0.1621343619414979
FDH4pp	0.028357235984354627
FDH5pp	0.030069958266970422
FDMO	0.3435784263016134
FDMO2	0.34265988094419353
FDMO3	0.343764089161948
FDMO4	0.3435784263016134
FDMO6	0.3435784263016134
FE2abcpp	0.11964584828906437
FE2t2pp	0.04858231771160531
FE2t3pp	0.09051085317069972
FE2tex	0
FE2tpp	0.2909090909090909
FE3DCITabcpp	0.10528151276785368
FE3DCITtonex	0.01683457051961824
FE3DHBZR	0.4
FE3DHBZSabcpp	0.08985564563970734
FE3DHBZStonex	0.01683457051961824
FE3HOXR1	0.09480490523968785
FE3HOXR2	0.09232788450065625
FE3HOXR3	0.09828178694158075
FE3HOXUtex	0.029953917050691243
FE3HOXUtpp	0.017964595323085888
FE3HOXabcpp	0.09982253771073647
FE3HOXexs	0
FE3HOXtonex	0.016743572841133817
FE3Ri	0.0998437878154496
FE3abcpp	0.09883419016461546
FE3tex	0
FECRMR1	0.09480490523968785
FECRMR2	0.09232788450065625
FECRMR3	0.09828178694158075
FECRMUtex	0.017964595323085888
FECRMUtpp	0.029953917050691243
FECRMabcpp	0.09982253771073647
FECRMexs	0
FECRMtonex	0.016743572841133817
FEENTERR1	0.10033222591362126
FEENTERR2	0.09828178694158075
FEENTERR3	0.10415195593842677
FEENTERabcpp	0.1039751778574025
FEENTERexs	0
FEENTERtex	0.017964595323085888
FEENTERtonex	0.016743572841133817
FEENTERtpp	0.03380034016547032
FEOXAMR1	0.09480490523968785
FEOXAMR2	0.09232788450065625
FEOXAMR3	0.09828178694158075
FEOXAMUtex	0.017964595323085888
FEOXAMUtpp	0.029953917050691243
FEOXAMabcpp	0.09982253771073647
FEOXAMexs	0
FEOXAMtonex	0.016743572841133817
FEROpp	0.02143841278589143
FESD1s	0.054076842816800565
FESD2s	0.05249089274731514
FESR	0.32193732193732194
FFSD	0.08599439775910364
FHL	0.028999375910131058
FLDR2	0.14290114628941059
FLVR	0.02139671349261805
FLVRx	0.023900682139503204
FMETTRS	0.04259945638744749
FMNAT	0.029725526944806607
FMNRx	0.02395314908895258
FMNRx2	0.02144278728350697
FOMETRi	0.0492972534421457
FORCT	0.2
FORt2pp	0.01676665797177057
FORtex	0.6666666666666666
FORtppi	0.1794871794871795
FRD2	0.07586206896551724
FRD3	0.07608695652173914
FRUK	0.03555391976444608
FRULYSDG	0.11696826645685812
FRULYSE	0
FRULYSK	0.04212980002453687
FRULYSt2pp	0.016743572841133817
FRULYStex	0
FRUURt2rpp	0.012740073052904442
FRUURtex	0
FRUpts2pp	0.15833333333333333
FRUptspp	0.20512820512820512
FRUtex	0
FTHFD	0.09804626094767573
FTHFLi	0.1808743169398907
FUCtex	0
FUCtpp	0.012671207793159013
FUM	0.0802623732856291
FUMt2_2pp	0.01692691622103387
FUMt2_3pp	0.01692691622103387
FUMtex	0
FUSAtex	0
FUSAtpp	0.012671207793159013
G1PACT	0.10939549050298236
G1PPpp	0.17543859649122806
G1PTT	0.0255346522051716
G1Ptex	0
G1SAT	1.0
G2PP	0.08295573370512374
G2PPpp	0.04395604395604396
G3PAT120	0.12315270935960591
G3PAT140	0.12315270935960591
G3PAT141	0.12315270935960591
G3PAT160	0.12315270935960591
G3PAT161	0.12315270935960591
G3PAT180	0.12315270935960591
G3PAT181	0.12315270935960591
G3PCabcpp	0.09092347241447499
G3PCtex	0
G3PD2	0.13544467029484406
G3PD5	0.24
G3PD6	0.23218390804597702
G3PD7	0.17
G3PEabcpp	0.08783044551306517
G3PEtex	0
G3PGabcpp	0.08783044551306517
G3PGtex	0
G3PIabcpp	0.09092347241447499
G3PItex	0
G3PSabcpp	0.09092347241447499
G3PStex	0
G3PT	0.1800837947029777
G5SADs	0.3436161195869934
G5SD	0.052481108918515665
G6PDA	0.12881397637795275
G6PDH2r	0.06837547305611665
G6PP	0.10035930099624367
G6Pt6_2pp	0.044760110919269604
G6Ptex	0
GAL1PPpp	0.125
GAL1Ptex	0
GALBDtex	0
GALCTD	0.051617466754692067
GALCTLO	0.05680284627653049
GALCTND	0.051758936150146186
GALCTNLt2pp	0.016743572841133817
GALCTNLtex	0
GALCTNt2pp	0.012905588515344613
GALCTNtex	0
GALCTt2rpp	0.012905588515344613
GALCTtex	0
GALKr	0.049312814556716995
GALM2pp	0
GALS3	0.0710724967953283
GALT1	0.03488459514322231
GALTptspp	0.20512820512820512
GALTtex	0
GALURt2rpp	0.012671207793159013
GALURtex	0
GALUi	0.024550830228790208
GALabcpp	0.08855221477904139
GALt2pp	0.016503790827063335
GALtex	0
GAM6Pt6_2pp	0.045388188453881886
GAMAN6Ptex	0
GAMptspp	0.19230769230769232
GAMtex	0
GAPD	0.38805537709585175
GARFT	0.0559931296773402
GART	0.09566755764090533
GBBTNtex	0
GCALDD	0.09610286320254507
GDMANE	0
GDPDPK	0.074507090971982
GDPMNH	0.0869591833611362
GDPMNP	0.08016406238043496
GDPTPDP	0.20654780523407362
GDPtex	0
GF6PTA	0.08505747126436781
GGGABADr	0.1019873237768037
GGGABAH	0.1232184939961845
GGPTRCO	0.12680304222397062
GGPTRCS	0.10294043729580296
GHBDHx	0.02393508150930675
GHMT2r	0.05547412835887186
GK1	0.4152046783625731
GLBRAN2	0
GLCATr	0.025120772946859903
GLCDpp	0.031328155850993814
GLCNt2rpp	0.016743572841133817
GLCNtex	0
GLCP	0.059668394316804624
GLCP2	0.05989143703088071
GLCRAL	0.2878787878787879
GLCRD	0.051617466754692067
GLCRt2rpp	0.012905588515344613
GLCRtex	0
GLCS1	0.0348159130219916
GLCTR1	0.0348094128261033
GLCTR2	0.03488459514322231
GLCTR3	0.0348094128261033
GLCUR1Ptex	0
GLCURt2rpp	0.012617469221242806
GLCURtex	0
GLCabcpp	0.08721391126454417
GLCptspp	0.11052631578947368
GLCt2pp	0.016297872340425533
GLCtex	0.16666666666666666
GLCtexi	0.16666666666666666
GLDBRAN2	0.3333333333333333
GLGC	0.027973567524242956
GLNS	0.10666966090276218
GLNTRS	0.32967032967032966
GLNabcpp	0.12366208658938557
GLNtex	0
GLTPD	0.056480105260593064
GLU5K	0.13205128205128205
GLUABUTt7pp	0.14624505928853754
GLUCYS	0.108072126727334
GLUDC	0.023612569809118945
GLUDy	0.15406726776896051
GLUN	0.13056937534549476
GLUNpp	0.04411764705882353
GLUPRT	0.1343488839521845
GLUR	0.125
GLUSy	0.023839107301513816
GLUTRR	0.02137854517717218
GLUTRS	0.10505050505050505
GLUabcpp	0.11172704276152552
GLUt2rpp	0.04179887804420881
GLUt4pp	0.07246376811594203
GLUtex	0
GLXCL	0.02628788747866412
GLYALDtex	0
GLYALDtpp	0
GLYAT	0.0641025641025641
GLYBabcpp	0.0866350409455914
GLYBt2pp	0.012740073052904442
GLYBtex	0
GLYC2Pabcpp	0.08814184958143827
GLYC2Ptex	0
GLYC3Pabcpp	0.12229662125760024
GLYC3Pt6pp	0.0391479937467431
GLYC3Ptex	1.0
GLYCAt2rpp	0.020703722590515044
GLYCAtex	0
GLYCDx	0.057718185313341025
GLYCK	0.048756121926853635
GLYCK2	0.04227479837235935
GLYCL	0.2993894993894994
GLYCLTDx	0.026262846327456672
GLYCLTDy	0.023811243778013986
GLYCLTt2rpp	0.012767005767614411
GLYCLTt4pp	0
GLYCLTtex	0
GLYCTO2	0.37142857142857144
GLYCTO3	0.25263157894736843
GLYCTO4	0.26666666666666666
GLYCtex	0
GLYCtpp	0.3333333333333333
GLYK	0.12432320298724199
GLYOX	0.09541251619243311
GLYOX3	0.08410574859595452
GLYTRS	0.1619047619047619
GLYt2pp	0.02902127659574468
GLYt2rpp	0.02902127659574468
GLYt4pp	0.07575757575757576
GLYtex	0
GMAND	0.05425822880316891
GMHEPAT	0.024827835542530964
GMHEPK	0.035730170496664194
GMHEPPA	0.06961968680089485
GMPR	0.021384604744449823
GMPS2	0.13063151682077515
GMPtex	0
GND	0.23283173734610124
GNK	0.043356643356643354
GOFUCR	0.021386284550217096
GP4GH	0.08311788242536165
GPDDA1	0.13486229933994726
GPDDA1pp	0.0020903010033444815
GPDDA2	0.15346633416458852
GPDDA2pp	0.06454302136808389
GPDDA3	0.15982456140350876
GPDDA3pp	0.002136752136752137
GPDDA4	0.15920398009950248
GPDDA4pp	0.06454302136808389
GPDDA5	0.13180808828477222
GPDDA5pp	0.002136752136752137
GRTT	0.6071428571428571
GRXR	0.358974358974359
GSNK	0.043054506469140615
GSNt2pp	0.016547032200409352
GSNtex	0
GSPMDA	0.10182593629214981
GSPMDS	0.08239588913358332
GTHOXtex	0
GTHOr	0.025793746097314954
GTHPi	0.05899219748003419
GTHRDHpp	0.026143790849673203
GTHRDabc2pp	0.10275297051115691
GTHRDabcpp	0.09811732956370879
GTHRDtex	0
GTHS	0.08089057954799732
GTPCI	0.09316418754932178
GTPCII2	0.08895043254269591
GTPDPDP	0.08725592050933696
GTPDPK	0.04344482891195694
GTPHs	0.14162539133367605
GTPtex	0
GUACYC	0.2
GUAD	0.14170344099412513
GUAPRT	0.10606060606060606
GUAt2pp	0.012685856588295612
GUAtex	0
GUAtpp	0
GUI1	0
GUI2	0
GUR1PPpp	0.14166666666666666
H2O2tex	0
H2Otex	0.009119496855345912
H2Otpp	0.049566755886222384
H2SO	0.03726216950827774
H2St1pp	0.6666666666666666
H2Stex	0
H2tex	0
H2tpp	0
HACD1	0.02485028915580194
HACD2	0.02490170380078637
HACD3	0.02490170380078637
HACD4	0.02490170380078637
HACD5	0.02490170380078637
HACD6	0.02490170380078637
HACD7	0.02490170380078637
HACD8	0.02490858367474708
HADPCOADH3	0.0505348310226359
HBZOPT	0.26666666666666666
HCINNMt2rpp	0.012740073052904442
HCINNMtex	0
HCO3E	0.10391612276072767
HCYSMT	0.03688993932896372
HCYSMT2	0.04276211593284764
HDCAtexi	0
HDCEAtexi	0
HEMEOS	0.09369747899159664
HEPK1	0.04857919446503583
HEPK2	0.04848035581912528
HEPT1	0.03474178403755868
HEPT2	0.041660489251297256
HEPT3	0.04163577958981962
HEPT4	0.04153694094390907
HETZK	0.03513520286695236
HEX1	0.06391498536885877
HEX4	0.04235063182431603
HEX7	0.042435601691657054
HEXt2rpp	0.012671207793159013
HG2abcpp	0.08708276725538773
HG2t3pp	0.012809501243928444
HG2tex	0
HISTD	0.10351261698850847
HISTP	0.07534675615212529
HISTRS	0.2761904761904762
HISabcpp	0.0954903700610679
HISt2rpp	0.020664869721473494
HIStex	0
HKNDDH	0.08453412981714868
HKNTDH	0.08793794017361266
HMBS	0.10784313725490197
HMPK1	0.03508684616533121
HOMt2pp	0.012809501243928444
HOMtex	0
HOPNTAL	0.2948717948717949
HPPK2	0.03564169570267131
HPPPNDO	0.03498144923146816
HPPPNt2rpp	0.012740073052904442
HPPPNtex	0
HPYRI	0
HPYRRx	0.02395314908895258
HPYRRy	0.02144278728350697
HSDy	0.06849248312662946
HSK	0.03595779624744936
HSST	0.03024193548387097
HSTPT	0.05855855855855856
HXAND	0.10204706053762658
HXAtex	0
HXCT	0.20512820512820512
HXPRT	0.12087912087912088
HYD1pp	0.030950330370607397
HYD2pp	0.032641029528189064
HYD3pp	0.026746232481507076
HYPOE	0.06754966887417219
HYXNtex	0
HYXNtpp	0
Htex	0.0017258007207755952
I2FE2SR	0.034316217590238944
I2FE2SS	0.16196251602531492
I2FE2SS2	0.16657567485592964
I2FE2ST	0.021329575315758242
I4FE4SR	0.028826609177702495
I4FE4ST	0.03163070600322912
ICDHyr	0.16337719298245615
ICHORS	0
ICHORSi	0
ICHORT	0.09561290322580646
ICL	0.06666666666666667
ICYSDS	0.19852941176470587
IDOND	0.029025683956276204
IDOND2	0.026568892587199223
IDONt2rpp	0.012740073052904442
IDONtex	0
IG3PS	0.07565588773642465
IGPDH	0.051768367443176456
IGPS	0.050071001680807734
ILETA	0.11904761904761904
ILETRS	0.2967032967032967
ILEabcpp	0.0950433608557927
ILEt2rpp	0.020597307503819655
ILEtex	0
IMPC	0.08068955526582645
IMPD	0.11169706291657511
IMPtex	0
INDOLEt2pp	0.020887297344712646
INDOLEt2rpp	0.012905588515344613
INDOLEtex	0
INOSTt4pp	0.14285714285714285
INSH	0.11611570247933885
INSK	0.0624519415609381
INSTtex	0
INSt2pp	0.017022687307215543
INSt2rpp	0.017022687307215543
INStex	0
IPDDI	1.0
IPDPS	0.052019449545522796
IPMD	0.05033358042994811
IPPMIa	0.05189751786206962
IPPMIb	0.061170625679242356
IPPS	0.1277173554808516
ISETACabcpp	0.0866350409455914
ISETACtex	0
K2L4Aabcpp	0.0949706677213104
K2L4Aabctex	0.09592760180995476
KARA1	0.055522609340252035
KARA2	0.024973996255460786
KAS14	0.02641000699670643
KAS15	0.024518264570280175
KDOCT2	0.027777777777777776
KDOPP	0.07767337807606264
KDOPS	0.0889682816312304
KG6PDC	0.021276520795685518
Kabcpp	0.09906571324181847
Kt2pp	0.02598324783352172
Kt3pp	0.02213432945140262
Ktex	0
L__LACD2	0.39869281045751637
L__LACD3	0.2648221343873518
L__LACt2rpp	0.012777737306039193
L__LACtex	0
LA4NTpp	0
LACZ	0.0710724967953283
LACZpp	0.10526315789473684
LADGMDH	0.12382920110192837
LALADGLUtex	0
LALADGLUtpp	0.012671207793159013
LALALGLUtex	0
LALALGLUtpp	0.013169266827803413
LALDO2x	0.026455189405605175
LALDO3	0.023960854830901167
LALGP	0.10719424460431655
LCADi	0.09610286320254507
LCARR	0.026511594307592284
LCARS	0.026355952503165313
LCTSt3ipp	0.018076613198564417
LCTStex	0
LCTStpp	0.018445399577475048
LDH_D	0.08905799607978784
LDH_D2	0.37894736842105264
LEUTAi	0.1417004048582996
LEUTRS	0.2571428571428571
LEUabcpp	0.0954903700610679
LEUt2rpp	0.020664869721473494
LEUtex	0
LGTHL	0.2
LIPACabcpp	0.09133214685913915
LIPAHT2ex	0
LIPAHTex	0
LIPAMPL	0
LIPATPT	0.3055555555555556
LIPAabcpp	0.09040137794248133
LIPAabctex	0.09083874352416552
LIPOCT	0.028904449535506756
LIPOS	0.1570924722027595
LIPOt2pp	0.012685856588295612
LIPOtex	0
LPADSS	0.041482108196884485
LPLIPAL1A120pp	0.011584822475493644
LPLIPAL1A140pp	0.011584822475493644
LPLIPAL1A141pp	0.011584822475493644
LPLIPAL1A160pp	0.011584822475493644
LPLIPAL1A161pp	0.011584822475493644
LPLIPAL1A180pp	0.011584822475493644
LPLIPAL1A181pp	0.011584822475493644
LPLIPAL1E120pp	0.02105904976314432
LPLIPAL1E140pp	0.02105904976314432
LPLIPAL1E141pp	0.02105904976314432
LPLIPAL1E160pp	0.02105904976314432
LPLIPAL1E161pp	0.02105904976314432
LPLIPAL1E180pp	0.02105904976314432
LPLIPAL1E181pp	0.02105904976314432
LPLIPAL1G120pp	0.02105904976314432
LPLIPAL1G140pp	0.02105904976314432
LPLIPAL1G141pp	0.02105904976314432
LPLIPAL1G160pp	0.02105904976314432
LPLIPAL1G161pp	0.02105904976314432
LPLIPAL1G180pp	0.02105904976314432
LPLIPAL1G181pp	0.02105904976314432
LPLIPAL2A120	0.1254737232661066
LPLIPAL2A140	0.1254737232661066
LPLIPAL2A141	0.1254737232661066
LPLIPAL2A160	0.1254737232661066
LPLIPAL2A161	0.1254737232661066
LPLIPAL2A180	0.1254737232661066
LPLIPAL2A181	0.1254737232661066
LPLIPAL2ATE120	0
LPLIPAL2ATE140	0
LPLIPAL2ATE141	0
LPLIPAL2ATE160	0
LPLIPAL2ATE161	0
LPLIPAL2ATE180	0
LPLIPAL2ATE181	0
LPLIPAL2ATG120	0.16666666666666666
LPLIPAL2ATG140	0.16666666666666666
LPLIPAL2ATG141	0.16666666666666666
LPLIPAL2ATG160	0.16666666666666666
LPLIPAL2ATG161	0.16666666666666666
LPLIPAL2ATG180	0.16666666666666666
LPLIPAL2ATG181	0.16666666666666666
LPLIPAL2E120	0.08318953773499228
LPLIPAL2E140	0.08318953773499228
LPLIPAL2E141	0.08318953773499228
LPLIPAL2E160	0.08318953773499228
LPLIPAL2E161	0.08318953773499228
LPLIPAL2E180	0.08318953773499228
LPLIPAL2E181	0.08318953773499228
LPLIPAL2G120	0.08318953773499228
LPLIPAL2G140	0.08318953773499228
LPLIPAL2G141	0.08318953773499228
LPLIPAL2G160	0.08318953773499228
LPLIPAL2G161	0.08318953773499228
LPLIPAL2G180	0.08318953773499228
LPLIPAL2G181	0.08318953773499228
LSERDHr	0.06884619973750149
LYSDC	0.02392186484444991
LYSTRS	0.25735294117647056
LYSabcpp	0.09862647349015942
LYSt2pp	0.025872755052033784
LYSt3pp	0.027722227052720053
LYStex	0
LYXI	0
LYXt2pp	0.012671207793159013
LYXtex	0
M1PD	0.056365588831881634
MACPD	0.023949971015511093
MALCOAMT	0.16666666666666666
MALDDH	0.2773892773892774
MALDt2_2pp	0.013550135501355014
MALDtex	0
MALS	0.13073934837092732
MALTATr	0.020161290322580645
MALTHXabcpp	0.08683908345947075
MALTHXtexi	0
MALTPTabcpp	0.0872712964784576
MALTPTtexi	0
MALTTRabcpp	0.08725818086431897
MALTTRtexi	0
MALTTTRabcpp	0.0872712964784576
MALTTTRtexi	0
MALTabcpp	0.08452487051316826
MALTptspp	0.19696969696969696
MALTtexi	0
MALt2_2pp	0.02347517730496454
MALt2_3pp	0.02347517730496454
MALt3pp	0.027559168612528467
MALtex	0
MAN1PT2	0.05340243062927435
MAN6PI	0.027777777777777776
MAN6Pt6_2pp	0.045202388852023885
MAN6Ptex	0
MANAO	0.05033358042994811
MANGLYCptspp	0.19230769230769232
MANGLYCtex	0
MANPGH	0.0830366044722974
MANptspp	0.16483516483516483
MANtex	0
MCITD	0.05189751786206962
MCITL2	0.07894736842105263
MCITS	0.13237437667817414
MCOATA	0.1968851013811343
MCPST	0.04302493405663664
MCTP1App	0.13333333333333333
MCTP1Bpp	0.16666666666666666
MCTP2App	0.3333333333333333
MDDCP1pp	0.1619047619047619
MDDCP2pp	0.1523809523809524
MDDCP3pp	0.17582417582417584
MDDCP4pp	0.2867647058823529
MDDCP5pp	0.31666666666666665
MDDEP1pp	0.23333333333333334
MDDEP2pp	0.2857142857142857
MDDEP3pp	0.19230769230769232
MDDEP4pp	0.19230769230769232
MDH	0.08109308523072607
MDH2	0.31666666666666665
MDH3	0.23809523809523808
ME1	0.291478470340259
ME2	0.2564389697648376
MECDPDH5	0.05332593683102548
MECDPS	0.3
MELIBt2pp	0.018445399577475048
MELIBt3ipp	0.018160127253446446
MELIBtex	0
MEOHtex	0
MEOHtrpp	0
MEPCT	0.02401221753929812
METAT	0.13931689779147408
METDabcpp	0.0866350409455914
METDtex	0
METOX1s	0.06413508942387275
METOX2s	0.06413508942387275
METS	0.037773933102652826
METSOX1abcpp	0.0866350409455914
METSOX1tex	0
METSOX2abcpp	0.0866350409455914
METSOX2tex	0
METSOXR1	0.062410591568258955
METSOXR2	0.062410591568258955
METTRS	0.20553359683794467
METabcpp	0.0970556161395856
METtex	0
MG2t3_2pp	0.020873212136262205
MG2tex	0.3333333333333333
MG2tpp	0
MG2uabcpp	0.09594071742409338
MGSA	0.05714285714285714
MI1PP	0.06618863761720904
MICITDr	0.060259344012204424
MINCYCtex	0
MINCYCtpp	0.012671207793159013
MINOHPtexi	0
MLDCP1App	0.14285714285714285
MLDCP1Bpp	0.325
MLDCP2App	0.16483516483516483
MLDCP2Bpp	0.2867647058823529
MLDCP3App	0.17582417582417584
MLDEP1pp	0.16483516483516483
MLDEP2pp	0.19230769230769232
MLTG1	0.0889063729346971
MLTG2	0.10662511854762227
MLTG3	0.10648963555073838
MLTG4	0.10372410175714661
MLTG5	0.07759103641456583
MLTGY1pp	0
MLTGY2pp	0.07142857142857142
MLTGY3pp	0
MLTGY4pp	0.06666666666666667
MLTP1	0.06596339603457041
MLTP2	0.07197453825526903
MLTP3	0.06630824372759857
MMCD	0.02194891201513718
MMETt2pp	0.016743572841133817
MMETtex	0
MMM	0.1
MN2t3pp	0.01806196440342782
MN2tpp	0
MN6PP	0.07659463227605437
MNLptspp	0.20512820512820512
MNLtex	0
MNNH	0.051832907075873826
MNt2pp	0.02598324783352172
MNtex	0
MOADSUx	0.09014084507042254
MOAT	0.035559647638481066
MOAT2	0.035161329898172
MOAT3C	0.03546011048623899
MOBDabcpp	0.09592760180995476
MOBDtex	0
MOCDS	0.02401221753929812
MOCOS	0.05410537646033048
MOGDS	0.024060396719448734
MOHMT	0.09159663865546218
MOX	0.3088235294117647
MPTAT	0.02987412684141365
MPTG	0.053288175239394754
MPTG2	0.054397053700293636
MPTS	0.02087562338671278
MPTSS	0.02501890882981356
MSAR	0.026551556757506416
MSO3abcpp	0.0866350409455914
MSO3tex	0
MTAN	0.0838911835920809
MTHFC	0.10580545256919939
MTHFD	0.15709876543209877
MTHFR2	0.024936103170589915
MTHTHFSs	0.05907046476761619
MTRPOX	0.10771349862258953
N2Otex	0
N2Otpp	0
NACODA	0.05865016209843796
NACtex	0
NACtpp	0
NADDP	0.1004443796896627
NADH10	0.03300000672029462
NADH16pp	0.03090412534138278
NADH17pp	0.032562125107112254
NADH18pp	0.026775775444507956
NADH5	0.03136222983990387
NADH9	0.02722621450771205
NADK	0.1604605331397158
NADN	0.09900441649824089
NADPHQR2	0.02897458918552612
NADPHQR3	0.03066941003911343
NADPHQR4	0.024791625817415026
NADPPPS	0.25839973182744125
NADS1	0.26481017037101096
NADTRHD	0.3509803921568627
NAMNPP	0.10124223602484472
NAt3_1p5pp	0.012067768365504791
NAt3_2pp	0.012067768365504791
NAt3pp	0.012067768365504791
NAtex	0
NDPK1	0.38324420677361853
NDPK2	0.3475783475783476
NDPK3	0.40942028985507245
NDPK4	0.5054945054945055
NDPK5	0.5274725274725275
NDPK6	0.37777777777777777
NDPK7	0.5714285714285714
NDPK8	0.6363636363636364
NH4tex	0
NH4tpp	0.17142857142857143
NHFRBO	0.05042087443815305
NI2abcpp	0.09130578076593501
NI2t3pp	0.016743572841133817
NI2tex	0
NI2tpp	0
NI2uabcpp	0.10359869138495092
NMNAT	0.027338550726611087
NMNDA	0.12286913191712562
NMNN	0.08958754397784266
NMNPtpp	0.16666666666666666
NMNt7pp	0.08466054493451754
NMNtex	0
NNAM	0.16089693154996065
NNATr	0.027456487067471048
NNDMBRT	0.023106253177427555
NNDPR	0.025004966835480983
NO2t2rpp	0.01502767875257224
NO2tex	0
NO3R1bpp	0.034850504665777944
NO3R1pp	0.058135635465524665
NO3R2bpp	0.03566502463054187
NO3R2pp	0.05801156628264419
NO3t7pp	0.4
NO3tex	0
NODOx	0.2803096175813684
NODOy	0.14115616911130285
NOVBCNtex	0
NOVBCNtpp	0.012671207793159013
NOtex	0
NOtpp	0.4
NTD1	0.07910514541387025
NTD10	0.09393516904844894
NTD10pp	0.0380952380952381
NTD11	0.08746130030959752
NTD11pp	0.03333333333333333
NTD12	0.07627426083801923
NTD12pp	0.0380952380952381
NTD1pp	0.0380952380952381
NTD2	0.09412737799834574
NTD2pp	0.3523809523809524
NTD3	0.08590604026845637
NTD3pp	0.0380952380952381
NTD4	0.1725385640830318
NTD4pp	0.03333333333333333
NTD5	0.0781456953642384
NTD5pp	0.03333333333333333
NTD6	0.08590604026845637
NTD6pp	0.0380952380952381
NTD7	0.11735977504809827
NTD7pp	0.03333333333333333
NTD8	0.07627426083801923
NTD8pp	0.0380952380952381
NTD9	0.10800167574361123
NTD9pp	0.0380952380952381
NTP1	0.08708276725538773
NTP10	0.08286118027050669
NTP11	0.08286118027050669
NTP12	0.08286118027050669
NTP3	0.08705907296000848
NTP3pp	0.001941747572815534
NTP5	0.08734915687684808
NTPP1	0.08542827035977721
NTPP10	0.08617566929972756
NTPP11	0.09118154572700027
NTPP2	0.08695261621378846
NTPP3	0.08545837723919916
NTPP4	0.09171989696401185
NTPP5	0.08542827035977721
NTPP6	0.09124248851184164
NTPP7	0.08541321692006623
NTPP8	0.08550353755833208
NTPP9	0.09608503630511266
NTPTP1	0.07633362805776599
